artifact_id,path,stage,run_id,file_size,sha256,row_count,column_count,schema_fingerprint,config_hash,code_hash,parent_artifact_ids,creation_time,validation_status
s00_preflight_01_environment,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\runs\run_20260913T063323Z\environment.json,s00_preflight,run_20260913T063323Z,2899,32f80d319d77fe02163e4b2fdd069b68e2aecc8035d6d6c5ab69e5c1b44ee5c4,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,fd37f0b82f2b122a9e5f546a1a814b0948e6289bba81234c3051e3ea3d868b6a,,2026-09-13T06:33:24.908826+00:00,PASS
s00_preflight_02_treatment_readiness_evidence,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\runs\run_20260913T063323Z\treatment_readiness_evidence.json,s00_preflight,run_20260913T063323Z,782,fbb43a6a5248a0262a49a79ece47bb95b629ec499f2de031bebf2faa5c8207dc,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,fd37f0b82f2b122a9e5f546a1a814b0948e6289bba81234c3051e3ea3d868b6a,,2026-09-13T06:33:24.911034+00:00,PASS
s01_inventory_01_source_inventory,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\manifests\source_inventory.csv,s01_inventory,run_20260913T063323Z,3212,a8a6b02f51938c2be1e7b47641e0bd5e5504fade7c16fab6d4d95a596ad6cfa8,14,14,46a5d649e8feca7ec90dc0e398bd61de4d6eb59f4b703e0bff5c7c171ebe3fe7,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,f8a6ff2c707c4e0f094fce656960a3c444b5a91fd59ec7dd9a5065a203bc011b,s00_preflight_01_environment | s00_preflight_02_treatment_readiness_evidence,2026-09-13T06:33:26.051650+00:00,PASS
s01_inventory_02_declared_inputs,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\manifests\declared_inputs.csv,s01_inventory,run_20260913T063323Z,2544,bad45d467ea2f954290fb25dd802a085d64665bc462b1b2d71028447f89dd870,16,5,f3370d13a8b25100134a23c801de80a0a93d6efef36fdcb15201203cf330484d,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,f8a6ff2c707c4e0f094fce656960a3c444b5a91fd59ec7dd9a5065a203bc011b,s00_preflight_01_environment | s00_preflight_02_treatment_readiness_evidence,2026-09-13T06:33:26.055208+00:00,PASS
s02_semantics_01_semantic_registry,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\semantic_registry.csv,s02_semantics,run_20260913T063323Z,2244,5bf249218b8d47bd5ae446dfd299edc8d9bf07105e472d7864e8f77fff65d9e6,4,9,e5f5dfc9fa528b1b059bcb65908151fb5c21f69a42c6447454e33fa03f5f42a2,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,7abd95eb3f30272620ed180b329b7edb4e05a2c796e1ac4a6750d4e87f2f2e5f,s01_inventory_01_source_inventory | s01_inventory_02_declared_inputs,2026-09-13T06:33:26.060444+00:00,PASS
s02_semantics_02_missing_document_request,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\reports\missing_document_request.md,s02_semantics,run_20260913T063323Z,576,451f0f6c868996d6803a772538ff9fda61490555ad7fb77e27c16d7503ac7bf5,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,7abd95eb3f30272620ed180b329b7edb4e05a2c796e1ac4a6750d4e87f2f2e5f,s01_inventory_01_source_inventory | s01_inventory_02_declared_inputs,2026-09-13T06:33:26.062345+00:00,PASS
s02_semantics_03_vnnic_semantic_decision,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\vnnic_semantic_decision.json,s02_semantics,run_20260913T063323Z,1402,23f2af453506da741795d6a9656ea9981746478a5859fae5f40d33fa8966315d,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,7abd95eb3f30272620ed180b329b7edb4e05a2c796e1ac4a6750d4e87f2f2e5f,s01_inventory_01_source_inventory | s01_inventory_02_declared_inputs,2026-09-13T06:33:26.063436+00:00,PASS
s02_semantics_04_nso_semantic_decision,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_semantic_decision.json,s02_semantics,run_20260913T063323Z,1186,35e90c264c703b9145e4f5a57a398b972aae99dc5b236846bef48097dd68e373,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,7abd95eb3f30272620ed180b329b7edb4e05a2c796e1ac4a6750d4e87f2f2e5f,s01_inventory_01_source_inventory | s01_inventory_02_declared_inputs,2026-09-13T06:33:26.064475+00:00,PASS
s03_geography_01_dim_province_legacy63,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\reference\dim_province_legacy63.parquet,s03_geography,run_20260913T063323Z,8708,c76ec45c1c95f9fe5ecf967cc750e2d8fff5ac77d68520ee70cba4fddf7c626a,63,8,2d998c72be225a5f4cbeac04c9e057893122fa958bd5468e8930141feab87cb7,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,2cf74dab8ff111c258d6a9d8668a3c6454f9195b2b906cac96a6878db13e3127,s02_semantics_01_semantic_registry | s02_semantics_02_missing_document_request | s02_semantics_03_vnnic_semantic_decision | s02_semantics_04_nso_semantic_decision,2026-09-13T06:33:26.320058+00:00,PASS
s03_geography_02_geography_gate,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\geography_gate.json,s03_geography,run_20260913T063323Z,481,1dd41bca5e3f709cf59d7eb21543dfb79f469de7612c4a80eaa059d9aa456c48,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,2cf74dab8ff111c258d6a9d8668a3c6454f9195b2b906cac96a6878db13e3127,s02_semantics_01_semantic_registry | s02_semantics_02_missing_document_request | s02_semantics_03_vnnic_semantic_decision | s02_semantics_04_nso_semantic_decision,2026-09-13T06:33:26.322226+00:00,PASS
s04_nso_01_fact_nso_measure_candidates,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\quarantine\fact_nso_measure_candidates.parquet,s04_nso,run_20260913T063323Z,27058,e3b3519817569bd260df1f90b2813a590f664261c8b5eb11d4ae356b11c640b7,1575,13,01dcae02678e15d36ff433906af7aa74fb9f0d5c031ff6e887e3636233b6a950,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:33:36.248325+00:00,PASS
s04_nso_02_nso_name_crosswalk_review,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_name_crosswalk_review.csv,s04_nso,run_20260913T063323Z,27256,2a832c3a0d6e3d8c7f6966c0138185cc0aa9753871349f4be83946bb3cdbd16f,189,9,7944f04c3e5a8c2b8a1e01c414a78a3c1b8b6bed652761ccd23ee4157670b52f,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:33:36.265670+00:00,PASS
s04_nso_03_nso_row_exclusions,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_row_exclusions.csv,s04_nso,run_20260913T063323Z,3104,2d78316bbf2bfb1bc789edf2cd1aa34f60ba245b3124cfea958fc5f428123cb1,21,7,d1db9f84abaa91fdd570003901a5e93b9ed756835b2b8bcc95fed394427073af,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:33:36.269101+00:00,PASS
s04_nso_04_nso_structural_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_structural_audit.json,s04_nso,run_20260913T063323Z,655,2ab5f3b852b2e4bda4a9fc2e187df37deef296c8cacc22fb0c097a7bebc594e2,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:33:36.271324+00:00,PASS
s04_nso_05_nso_official_reconciliation,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\nso_official_reconciliation.csv,s04_nso,run_20260913T063323Z,214481,cece728e5609da4970252e9f506f157593869f49aeac6574b4f810c3117ee379,1750,15,78d9c9f902893b7f19d210c9ce83025e319c7cf3a9f64eb60230eda2177af152,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:33:36.278874+00:00,PASS
s04_nso_06_province_identifier_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\province_identifier_audit.csv,s04_nso,run_20260913T063323Z,8460,8d572a941594474f8c0db9874b724e8d2ecc6c6af28a268ec97c511ac0093714,63,8,0a952e7d2a782d264fe4064678c298ea8f5d9148291f265e05a29b4a8a7bfed4,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:33:36.282181+00:00,PASS
s04_nso_07_nso_official_snapshot_manifest,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\manifests\nso_official_snapshot_manifest.csv,s04_nso,run_20260913T063323Z,6961,c86626331dc947142200b39c010e173c101fb2889108d6b9372a9736f2b7ee26,12,14,6e1f4c907e0112dc58684abbb9398ed91db12efda301d7fd73bb579ee2efba4e,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:33:36.285083+00:00,PASS
s04_nso_08_semantic_evidence_lineage,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\lineage\semantic_evidence_lineage.csv,s04_nso,run_20260913T063323Z,1598,eeb86cd0deafde76c4562f5ed5efc74757973033dd8f04395ffac48424dbde70,6,3,a73ef89d4082c34c831df3f192f919637ac0bafbe91f1909abd2f01bfda0030b,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,ce1ff9a83d39bba3401db0b2ee116fc8af9d87254acf18b9edbeebfeb55cb81b,s03_geography_01_dim_province_legacy63 | s03_geography_02_geography_gate,2026-09-13T06:33:36.287580+00:00,PASS
s05_vnnic_01_fact_vnnic_province_month,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\interim\fact_vnnic_province_month.parquet,s05_vnnic,run_20260913T063323Z,143531,52acfd907715a1bd3016a4b3f0911058da6b5eb08f8eb3463ee63ec871033431,7360,12,b191d3f0bcdecbdadd76a6877b4bcc557b86023db256a59aa8eda6545ef2a5ed,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,732beec5acee06a92194a232efaedc0d76606bac4bf3331092d28e6db288244c,s04_nso_01_fact_nso_measure_candidates | s04_nso_02_nso_name_crosswalk_review | s04_nso_03_nso_row_exclusions | s04_nso_04_nso_structural_audit | s04_nso_05_nso_official_reconciliation | s04_nso_06_province_identifier_audit | s04_nso_07_nso_official_snapshot_manifest | s04_nso_08_semantic_evidence_lineage,2026-09-13T06:33:36.427461+00:00,PASS
s05_vnnic_02_vnnic_expected_grid_missing,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\vnnic_expected_grid_missing.csv,s05_vnnic,run_20260913T063323Z,36311,f7eee0b11d4141bf5f4ad61410fd23602eef434dd1d10831577bbb42d96de508,1082,3,3a59663deaa67383876f65a43904bdf83c4a87576b3e4112400e456c4e28c56e,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,732beec5acee06a92194a232efaedc0d76606bac4bf3331092d28e6db288244c,s04_nso_01_fact_nso_measure_candidates | s04_nso_02_nso_name_crosswalk_review | s04_nso_03_nso_row_exclusions | s04_nso_04_nso_structural_audit | s04_nso_05_nso_official_reconciliation | s04_nso_06_province_identifier_audit | s04_nso_07_nso_official_snapshot_manifest | s04_nso_08_semantic_evidence_lineage,2026-09-13T06:33:36.443705+00:00,PASS
s05_vnnic_03_vnnic_structural_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\vnnic_structural_audit.json,s05_vnnic,run_20260913T063323Z,514,852376cfc624567d97ba6f0c22afb1bc67ac7b72ea4e287930ed23c05b5f05b9,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,732beec5acee06a92194a232efaedc0d76606bac4bf3331092d28e6db288244c,s04_nso_01_fact_nso_measure_candidates | s04_nso_02_nso_name_crosswalk_review | s04_nso_03_nso_row_exclusions | s04_nso_04_nso_structural_audit | s04_nso_05_nso_official_reconciliation | s04_nso_06_province_identifier_audit | s04_nso_07_nso_official_snapshot_manifest | s04_nso_08_semantic_evidence_lineage,2026-09-13T06:33:36.445818+00:00,PASS
s06_connectivity_features_01_fact_vnnic_province_month_primary,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\processed\fact_vnnic_province_month_primary.parquet,s06_connectivity_features,run_20260913T063323Z,46958,6bb1806518e6241e6d8139b1031a434dfc3b001aa70e3da60c4beb4cbf3bbbe7,2268,16,05b7d7e4dfc73f58bf7a50774e060d0a1a9c59b82a82f113d47f73eac4aef040,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,19880d11bcc21486bd3ec1c72d7a1d5dbba628c7378222068298c2eb9411d888,s05_vnnic_01_fact_vnnic_province_month | s05_vnnic_02_vnnic_expected_grid_missing | s05_vnnic_03_vnnic_structural_audit,2026-09-13T06:33:36.538759+00:00,PASS
s06_connectivity_features_02_fact_connectivity_province_year,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\processed\fact_connectivity_province_year.parquet,s06_connectivity_features,run_20260913T063323Z,16458,b9f12db573f1e218be8e8375e024f556ef1072bd21fd6f4a5b3987e04fb5461b,252,15,4330585d36452c47293f4c7c6a30f5a329da12b792d28d9dd6d5b3a5f67d7f34,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,19880d11bcc21486bd3ec1c72d7a1d5dbba628c7378222068298c2eb9411d888,s05_vnnic_01_fact_vnnic_province_month | s05_vnnic_02_vnnic_expected_grid_missing | s05_vnnic_03_vnnic_structural_audit,2026-09-13T06:33:36.548893+00:00,PASS
s07_panel_01_fact_nso_primary_outcome,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\processed\fact_nso_primary_outcome.parquet,s07_panel,run_20260913T063323Z,13521,2c4b057ec8ed12a688c40fbee43cf1f13889c891683f2a7fd141dbdd20091018,252,14,d90a6c81f6344a2a92e5d2b2b92f66f42f8bc219a1bf713c5d4bcebf1b3268eb,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.665595+00:00,PASS
s07_panel_02_analysis_panel_2021_2024,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\analysis\analysis_panel_2021_2024.parquet,s07_panel,run_20260913T063323Z,22024,14ded62b9679379406caea038b854ab26313f5ad350ca1a358d305e25fb2cb80,252,19,6dd1409054f670382560251a3d399fb55f3a652fe547e9625bbeb4a90f12f299,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.677583+00:00,PASS
s07_panel_03_analysis_panel_2021_2024_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\data\analysis\analysis_panel_2021_2024_audit.csv,s07_panel,run_20260913T063323Z,19131,e9dbccda991f9753a8d10da18cc6864173f00965eec87b5b2cd144d2fc780a31,252,10,628ee064e70b2402c222414705944ae31cabc84a164c435129449d6de443770f,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.692424+00:00,PASS
s07_panel_04_panel_merge_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_merge_audit.json,s07_panel,run_20260913T063323Z,4487,b3950e78e62f28c270f50c1b2448ebeb3ac2ed61987aba4f2b9696a052c0cce3,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.694829+00:00,PASS
s07_panel_05_panel_merge_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_merge_audit.csv,s07_panel,run_20260913T063323Z,3812,4f0b9e68c8c308102d2868f7d01ac12b57c85990017451e797287cbe55f118b1,2,18,71dc30f5ef45cc27e7a10ed3c6b3c60c50ad7af8624157d6f3e3e0623f7fd371,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.699856+00:00,PASS
s07_panel_06_panel_missingness,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_missingness.csv,s07_panel,run_20260913T063323Z,560,6d7e4af9fba5dbc182221cf72c6ab4442733f4b7d8e3ffd39bc3c7a1f7cc8c85,19,3,f0ede9ab2c5e0b09185d5154243a57a95eabbb314812cdac50381a5fad219b58,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.704253+00:00,PASS
s07_panel_07_panel_key_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_key_audit.json,s07_panel,run_20260913T063323Z,281,ab19e43a46465f861a064a80f741c4e99b93b8c0fce8417330c13e3eb3bfef07,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.706612+00:00,PASS
s07_panel_08_panel_value_audit,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\qc\panel_value_audit.json,s07_panel,run_20260913T063323Z,1724,c4e9cdc7532a703d5aea4a8564bbef33fb5c082b9cdcb83a5b24256cf1af1df0,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.708706+00:00,PASS
s07_panel_09_panel_lineage_edges,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\artifacts\lineage\panel_lineage_edges.csv,s07_panel,run_20260913T063323Z,543,0a3c13da2f99d45942481758ee6df338f8e9de9f3e3883b28a218d17f3d74b11,6,3,a73ef89d4082c34c831df3f192f919637ac0bafbe91f1909abd2f01bfda0030b,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.712195+00:00,PASS
s07_panel_10_panel_construction_report,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\reports\panel_construction_report.md,s07_panel,run_20260913T063323Z,805,21ea213877e0476e4c40226b27f7cef75f2028fd00e7817358eb896901c8a6e1,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.720593+00:00,PASS
s07_panel_11_panel_construction_next_action,D:\Q1_RESEARCH\CONNECTIVITY_ENTERPRISE_STUDY\reports\panel_construction_next_action.md,s07_panel,run_20260913T063323Z,241,7aa0856564b423187b2f9628b9c2f04df415d950f6765b7cbb0e8f0ffa865539,,,,47aac0f46b078fc01e969328a0f43377837572d343187365e44fd015b8b82dd1,c0df2e0f6452e011a92ece839ef3af911739cdef6d5b59bffda95ea27def6e9b,s06_connectivity_features_01_fact_vnnic_province_month_primary | s06_connectivity_features_02_fact_connectivity_province_year,2026-09-13T06:33:36.727688+00:00,PASS
